-1.209539467699769721e+00,7.619542190450062646e-01,1.343935109064395172e+00,-3.564449491233723233e-02,-3.744755363044516283e-01,-1.034408043278860045e+00,-1.195053343022235648e+00,5.550287128049455898e-01
-7.137445853819871511e-01,1.718864172819413838e+00,8.069574091555662410e-01,1.407365666280482097e+00,4.110207782099726259e-01,-1.034408043278860045e+00,8.367827309457545049e-01,5.550287128049455898e-01
-1.014014725377264003e+00,9.582434403320644334e-01,1.276041376892014467e+00,1.087453036204715451e+00,9.860747130082681000e-02,9.667364890456636717e-01,-1.195053343022235648e+00,5.550287128049455898e-01
7.736400615713604489e-01,4.675203871144195111e-01,1.634026510164566570e+00,-1.241309670609535981e-01,-1.602492687096087054e-01,-1.034408043278860045e+00,8.367827309457545049e-01,5.550287128049455898e-01
4.042227786196386091e-02,5.165926924361841088e-01,-8.800542402581526535e-02,-5.325300692853364160e-01,-7.404454101123083554e-01,-1.034408043278860045e+00,8.367827309457545049e-01,5.550287128049455898e-01
-6.439143202668066168e-01,-8.737892916804765875e-01,-9.644517847965472512e-01,5.284197723627913346e-02,-8.921890163253221040e-01,-1.034408043278860045e+00,8.367827309457545049e-01,-1.801708590797592269e+00
-1.370149077464685172e+00,8.764562647957901964e-01,1.226664117130283005e+00,-2.126174392095697974e-01,-9.278933942577960448e-01,-1.034408043278860045e+00,-1.195053343022235648e+00,5.550287128049455898e-01
-6.788294528243969950e-01,1.776115195694805804e+00,7.020307321618869389e-01,-1.377442704684330443e-01,6.079090774990193680e+00,9.667364890456636717e-01,8.367827309457545049e-01,5.550287128049455898e-01
-1.076861963980926706e+00,9.909583105465741282e-01,1.195803329779200785e+00,-6.142098897302130656e-01,-5.172930480343469473e-01,-1.034408043278860045e+00,-1.195053343022235648e+00,5.550287128049455898e-01
7.107928229676978571e-01,4.593416695607921429e-01,1.566132777992185865e+00,-1.445509221721727744e-01,-8.505662496594785030e-03,-1.034408043278860045e+00,8.367827309457545049e-01,5.550287128049455898e-01
-7.277106384050232579e-01,1.448966493549709300e+00,8.625068263875140806e-01,1.441398924799180747e+00,1.432379437164188751e-01,-1.034408043278860045e+00,8.367827309457545049e-01,5.550287128049455898e-01
7.107928229676978571e-01,6.392734557405949092e-01,-1.124927879022174393e+00,-8.184094408424045231e-01,-8.564846383928482743e-01,-1.034408043278860045e+00,8.367827309457545049e-01,-1.801708590797592269e+00
-5.810670816631440250e-01,2.299553119126960699e+00,8.563346689172975923e-01,1.413284493848951107e-01,9.733647306464356941e-01,-1.034408043278860045e+00,8.367827309457545049e-01,5.550287128049455898e-01
-2.598478621333131788e-01,-2.522067576047931636e-01,1.403644023721922485e-01,-2.883784320859751615e-02,-8.505662496594785030e-03,9.667364890456636717e-01,8.367827309457545049e-01,5.550287128049455898e-01
-1.146692229096107241e+00,7.783116541522611120e-01,9.427448735003273184e-01,1.386945711169263351e+00,1.589265249981609340e+00,-1.034408043278860045e+00,-1.195053343022235648e+00,-1.801708590797592269e+00
3.197433383226863102e-01,3.284821887027533638e-01,1.455033943528290852e+00,-1.581642255796522067e-01,-1.245448907771348340e-01,-1.034408043278860045e+00,8.367827309457545049e-01,5.550287128049455898e-01
-1.076861963980926706e+00,1.244498554709023708e+00,1.418000998706992366e+00,-1.105176636534741658e-01,4.199468726930910556e-01,-1.034408043278860045e+00,-1.195053343022235648e+00,5.550287128049455898e-01
-8.953032746814569842e-01,1.023673180761083712e+00,1.393312368826126635e+00,-1.309376187646933143e-01,-4.101799142369253470e-01,-1.034408043278860045e+00,8.367827309457545049e-01,5.550287128049455898e-01
-9.581505132851194650e-01,8.110265243667708068e-01,1.387140211355910147e+00,-1.105176636534741658e-01,-6.690366542473605849e-01,-1.034408043278860045e+00,8.367827309457545049e-01,5.550287128049455898e-01
-7.905578770086859608e-01,8.437413945812805016e-01,1.671059454985865278e+00,-1.377442704684330443e-01,-5.351452370005838066e-01,-1.034408043278860045e+00,8.367827309457545049e-01,5.550287128049455898e-01
-8.184899830547581745e-01,1.121817791404612352e+00,1.325418636653745930e+00,-3.011039113581861493e-01,-4.548103866525177175e-01,9.667364890456636717e-01,8.367827309457545049e-01,5.550287128049455898e-01
-8.115069565432401211e-01,9.337072876711821623e-01,1.522927675700670891e+00,-9.690436024599471954e-02,-3.923277252706884322e-01,-1.034408043278860045e+00,8.367827309457545049e-01,5.550287128049455898e-01
-9.092693277044930911e-01,1.432609058442454453e+00,1.393312368826126635e+00,-1.990041358020903373e-01,-4.421004042906864773e-02,-1.034408043278860045e+00,8.367827309457545049e-01,5.550287128049455898e-01
-7.277106384050232579e-01,1.637076997283139601e+00,1.424173156177208632e+00,-4.245114661607695544e-02,-1.743175697971325114e-02,9.667364890456636717e-01,8.367827309457545049e-01,5.550287128049455898e-01
-8.324560360777943924e-01,1.293570860030788250e+00,1.615510037753917327e+00,-1.173243153572138819e-01,2.235727940644850753e-01,-1.034408043278860045e+00,8.367827309457545049e-01,5.550287128049455898e-01
-7.626257709626136361e-01,1.121817791404612352e+00,1.350107266534611661e+00,-2.738773045432272846e-01,-6.244061818317684365e-01,-1.034408043278860045e+00,8.367827309457545049e-01,-1.801708590797592269e+00
-1.104794070026998920e+00,7.783116541522611120e-01,1.430345313647425121e+00,-1.581642255796522067e-01,4.467251561424464557e-01,9.667364890456636717e-01,8.367827309457545049e-01,5.550287128049455898e-01
-7.556427444510955826e-01,9.582434403320644334e-01,1.522927675700670891e+00,-3.011039113581861493e-01,-4.101799142369253470e-01,-1.034408043278860045e+00,8.367827309457545049e-01,5.550287128049455898e-01
-8.394390625893124458e-01,1.424430340888827029e+00,1.343935109064395172e+00,-1.853908323946110992e-01,-1.334709852602533053e-01,-1.034408043278860045e+00,8.367827309457545049e-01,-1.801708590797592269e+00
